Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Carrillo-Medina, J.L., Espinel-Mena, G.P.","56593205200;57195265723;","Heterogeneous networks of neurons that recognize signatures neural [Redes heterogéneas de neuronas que reconocen firmas neuronales]",2017,"DYNA (Colombia)","84","201",,"27","33",,,"10.15446/dyna.v84n202.60299","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026628474&doi=10.15446%2fdyna.v84n202.60299&partnerID=40&md5=98797fca341d6ab19d6781a757bb71c5",Article,"Final",,Scopus,2-s2.0-85026628474
"Cardona, R., Landínez-Téllez, D.A., Roa-Rojas, J.","7004661219;6602548784;6603885623;","Theoretical and experimental study of the electronic, crystalline, morphologic, compositional, magnetic and dielectric properties of the Sr<inf>2</inf>DyNbO<inf>6</inf> material [Estudio teórico y experimental de las propiedades electrónicas, cristalinas, morfológicas, composicionales, magnéticas y dieléctricas del material Sr<inf>2</inf>DyNbO<inf>6</inf>]",2017,"DYNA (Colombia)","84","201",,"88","94",,,"10.15446/dyna.v84n201.55710","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026628380&doi=10.15446%2fdyna.v84n201.55710&partnerID=40&md5=e447073a34dab9ffd051ce2f6b94696a",Article,"Final",Open Access,Scopus,2-s2.0-85026628380
"Arango-Serna, M.D., Serna-Urán, C.A., Patiño-Rivera, B.E.","26649735400;36916018900;57195259525;","Orden management for oncology drugs using stochastic programming [Gestión de pedidos de medicamentos oncológicos usando programación estocástica]",2017,"DYNA (Colombia)","84","201",,"59","67",,,"10.15446/dyna.v84n201.50467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026628119&doi=10.15446%2fdyna.v84n201.50467&partnerID=40&md5=053a89f27a0c9c44fcb89df6085e1f05",Article,"Final",Open Access,Scopus,2-s2.0-85026628119
"Escolano-Sánchez, F., Bueno-Aguado, M., Mazariegos-De la Serna, A.","55930549200;55931348200;57063570100;","Use of constitutive equations by hardening soil model for the characterization of the blue guadalquivir marls from pressuremeter tests [Empleo de ecuaciones constitutivas mediante hardenig soil model para la caracterización de las margas azules del guadalquivir a partir de ensayos presiométricos]",2017,"DYNA (Colombia)","84","201",,"109","116",,,"10.15446/dyna.v84n201.56415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026627564&doi=10.15446%2fdyna.v84n201.56415&partnerID=40&md5=5fc22f9da0c0302f902609313b9046a0",Article,"Final",Open Access,Scopus,2-s2.0-85026627564
"Ríos-León, I., Solano-Polo, C., Rodríguez-Ruiz, J., Espinosa-Fuentes, E., Meza-Fuentes, E.","57195265969;57195263152;55582770000;24340657400;45461193200;","Study by infrared spectroscopy and thermogravimetry of the effect of temperature on nickel-aluminum hydrotalcites [Estudio a través de espectroscopia infrarroja y termogravimetría del efecto de la temperatura en hidrotalcitas de níquel y aluminio]",2017,"DYNA (Colombia)","84","201",,"9","16",,,"10.15446/dyna.v84n201.59768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026627520&doi=10.15446%2fdyna.v84n201.59768&partnerID=40&md5=fe45ef3153390536cacc4cd8a7b83a1a",Article,"Final",Open Access,Scopus,2-s2.0-85026627520
"Cajas-Daza, P.C., Muñoz-Meneses, R.A., Rodríguez-Páez, J.E.","57188877533;57188881413;6507572648;","(Diluted) Magnetic semiconductor of SnO<inf>2</inf>- Fe obtained by controlled precipitation [Semiconductor magnéticamente diluido de SnO<inf>2</inf>- Fe obtenido por precipitación controlada]",2017,"DYNA (Colombia)","84","201",,"253","258",,,"10.15446/dyna.v84n201.55690","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026625472&doi=10.15446%2fdyna.v84n201.55690&partnerID=40&md5=802e89fe357897b70ad985a56ab58d40",Article,"Final",Open Access,Scopus,2-s2.0-85026625472
"Castellanos-Quiroz, H.O.A., Ramírez-Daza, H.M., Ivanova, Y.","57195264838;57195258259;57195258791;","Detection of open-pit mining zones by implementing spectral indices and image fusion techniques [Detección de zonas mineras a cielo abierto aplicando índices espectrales y técnicas de fusión de imágenes]",2017,"DYNA (Colombia)","84","201",,"42","49",,,"10.15446/dyna.v84n201.60368","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026624980&doi=10.15446%2fdyna.v84n201.60368&partnerID=40&md5=96f643301ccfca10449c57097c42c8ce",Article,"Final",Open Access,Scopus,2-s2.0-85026624980
"Cano, J.A., Campo, E.A., Baena, J.J.","57206782738;57192178510;57205611953;","Application of DEA in international market selection for the export of goods [Aplicación de DEA en la selección del mercado internacional para la exportación de bienes]",2017,"DYNA (Colombia)","84","200",,"376","382",,7,"10.15446/dyna.v84n200.63612","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021845550&doi=10.15446%2fdyna.v84n200.63612&partnerID=40&md5=5ff4c855e2b7be352eecc2e9901ac5b8",Article,"Final",Open Access,Scopus,2-s2.0-85021845550
"Ríos-Reyes, C.A., Castellanos-Alarcón, O.M., García-Ramírez, C.A.","35262463100;57131061000;24465117400;","Petrogenetic significance of the eclogites from the arquía complex on southwestern pijao, central cordillera (Colombia andes) [Significado petrogenético de las eclogitas del Complejo Arquía en el suroeste de Pijao, Cordillera Central (Colombia Andes)]",2017,"DYNA (Colombia)","84","200",,"291","301",,1,"10.15446/dyna.v84n200.48166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021844285&doi=10.15446%2fdyna.v84n200.48166&partnerID=40&md5=124887c4ba12c3c6d654adf58d6b9c01",Article,"Final",Open Access,Scopus,2-s2.0-85021844285
"García-León, R.A.","57192545232;","Thermal study in three vented brake discs, using the finite element analysis [Estudio térmico en tres frenos de disco ventilados, utilizando el análisis de elementos finitos]",2017,"DYNA (Colombia)","84","200",,"19","27",,1,"10.15446/dyna.v84n200.55663","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021841427&doi=10.15446%2fdyna.v84n200.55663&partnerID=40&md5=6a75dc43b2e65e3932c335b8fd917612",Article,"Final",Open Access,Scopus,2-s2.0-85021841427
"Sáchica-Herrera, D.A., Giraldo, J.C., Jácome-Muñoz, C.E.","57194724070;57194715020;57194722577;","Study ascent velocity and buoyant force in a thermal with free convection [Estudio de la velocidad de ascenso y fuerza boyante en un termal con convección libre]",2017,"DYNA (Colombia)","84","200",,"53","61",,,"10.15446/dyna.v84n200.56853","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021841345&doi=10.15446%2fdyna.v84n200.56853&partnerID=40&md5=f9a335bc544a17c0914c7baf2d81b9bf",Article,"Final",Open Access,Scopus,2-s2.0-85021841345
"Carlos García-Díaz, J., Pulido-Rojano, A.","56243107700;56906908900;","Monitoring and control of the multihead weighing process through a modified control chart [Monitoreo y control del proceso de pesaje multicabezal a través de un gráfico de control modificado]",2017,"DYNA (Colombia)","84","200",,"135","142",,2,"10.15446/dyna.v84n200.58518","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021840959&doi=10.15446%2fdyna.v84n200.58518&partnerID=40&md5=798ac061ca9045c66124e6116996a6b6",Article,"Final",Open Access,Scopus,2-s2.0-85021840959
"Lage-Bonifácio, A., de Oliveira-Amaral, R., Resende-Farage, M.C., de Barros-Barbosa, C., de Souza-Barbosa, F.","56906953500;57194721450;55934338000;56161191200;57195837306;","Thermo-hydro-mechanical model parameters adjustment via a distributed scientific workflow system [Modelo termo-hidro-mecánico de ajuste de parámetros mediante un sistema científico de flujo de trabajo distribuido]",2017,"DYNA (Colombia)","84","200",,"46","52",,,"10.15446/dyna.v84n200.56156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021838278&doi=10.15446%2fdyna.v84n200.56156&partnerID=40&md5=f2f1457578ce7292313c6fb71af1668e",Article,"Final",Open Access,Scopus,2-s2.0-85021838278
"Ferraz, G.A.S., de Oliveira, M.S., da Silva, F.M., Avelar, R.C., da Silva, F.C., Ferraz, P.F.P.","55322659100;12804341400;55126474900;56378435200;55969247100;56421977300;","Methodology to determine the soil sampling grid for precision agriculture in a coffee field [Metodología para determinar la cuadrícula de muestreo del suelo para la agricultura de precisión en un campo de café]",2017,"DYNA (Colombia)","84","200",,"316","325",,1,"10.15446/dyna.v84n200.52740","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021837130&doi=10.15446%2fdyna.v84n200.52740&partnerID=40&md5=f92989560d1caca9c07f339fbf791d32",Article,"Final",Open Access,Scopus,2-s2.0-85021837130
"Agudelo-Escobar, L.M., Gutiérrez-López, Y., Urrego-Restrepo, S.","57194716504;57194727465;57194725229;","Effects of aeration, agitation and pH on the production of mycelia biomass and exopolysaccharide from the filamentous fungus Ganoderma lucidum [Efecto de la aireación, la agitación y el pH sobre la producción de biomasa micelial y exopolisacáridos del hongo filamentoso Ganoderma lucidum]",2017,"DYNA (Colombia)","84","200",,"73","79",,1,"10.15446/dyna.v84n200.57126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021836840&doi=10.15446%2fdyna.v84n200.57126&partnerID=40&md5=62aef239eb3f71f05fd086d54a9db41a",Article,"Final",Open Access,Scopus,2-s2.0-85021836840
"Fernández-Ledesma, J.D., Duque, S.","56300441900;57194727436;","Representative variables of marketing and trading based innovation management model [Variables representativas de mercadeo y comercialización para un modelo de gestión de la innovación]",2017,"DYNA (Colombia)","84","200",,"351","355",,1,"10.15446/dyna.v84n200.53885","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021836588&doi=10.15446%2fdyna.v84n200.53885&partnerID=40&md5=f50c431e4fb66cc2570b2fce79f3b044",Article,"Final",Open Access,Scopus,2-s2.0-85021836588
"Vasconcelos, K.L., Bernucci, P.R., Takahashi, M.M., Castelo-Branco, V.T.F.","23486897300;57193672602;57194723635;24474332800;","Rheological characterization of asphalt binders used in strain relief asphalt mixtures (SrAM) [Caracterización reológica de ligantes asfalticos empleados en capas asfálticas de alivio de deformaciones]",2017,"DYNA (Colombia)","84","200",,"90","96",,,"10.15446/dyna.v84n200.56966","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021831437&doi=10.15446%2fdyna.v84n200.56966&partnerID=40&md5=1093c7e82ee3d36c3a2560a0398dfd23",Article,"Final",Open Access,Scopus,2-s2.0-85021831437
"Sánchez-Alzate, J.A., Sánchez-Torres, J.A.","57193625721;57193553562;","Analysis of social factors and their relationship with perceived risk for e-commerce purchases [Análisis de factores sociales y su relación con el riesgo percibido en las compras a través de canales de comercio electrónico]",2017,"DYNA (Colombia)","84","200",,"335","341",,1,"10.15446/dyna.v84n200.54161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021830501&doi=10.15446%2fdyna.v84n200.54161&partnerID=40&md5=d9cd9ad72fbf9a5bfb76ec32b1ae9915",Article,"Final",Open Access,Scopus,2-s2.0-85021830501
"Flórez-Vargas, J.A., Alzate-Castaño, R.","57194726599;22633510200;","Power converter circuits: A hybrid dynamical case [Convertidores de potencia: Un caso dinámico híbrido]",2017,"DYNA (Colombia)","84","200",,"143","150",,,"10.15446/dyna.v84n200.52429","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021829697&doi=10.15446%2fdyna.v84n200.52429&partnerID=40&md5=672513eefd4e9cfbf934156297037f70",Article,"Final",Open Access,Scopus,2-s2.0-85021829697
"Vélez, J.C., Posada, J., Serrano, A., Manjarrés, J., Niebles, J.C., Pardo, M.","39362643600;56369951500;57198183566;57194721550;22234659400;56871310900;","A shoreline-estimation system using remote radar sensing and image-processing techniques [Sistema para la estimación de orillas usando técnicas de sensado remoto con radar y procesamiento de imágenes]",2017,"DYNA (Colombia)","84","200",,"160","168",,,"10.15446/dyna.v84n200.52748","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021825998&doi=10.15446%2fdyna.v84n200.52748&partnerID=40&md5=cd082702dad36cba69da42f5acd860fb",Article,"Final",Open Access,Scopus,2-s2.0-85021825998
"Cabrera-Moya, D.R.R.","57194714783;","Towards a framework of generating sustainable competitive advantages in the integrated public transport systems-IPTS in Colombia. Contribution of dynamic innovation capabilities [Hacia un marco de referencia para la generación de ventajas competitivas sostenibles en los Sistemas Integrados de Transporte Público-SITP en Colombia. Aporte de las capacidades dinámicas de innovación]",2017,"DYNA (Colombia)","84","200",,"169","175",,,"10.15446/dyna.v84n200.54118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021824832&doi=10.15446%2fdyna.v84n200.54118&partnerID=40&md5=4bc71a990e387d8b9efafd80beeaf5c8",Article,"Final",Open Access,Scopus,2-s2.0-85021824832
"da Silva, J.L., Aoki, N., Franco, Y.B.","56059785300;12142088800;57189577198;","Use of the order statistics when predicting pile foundation failure probability [Uso de la estadística de orden en la predicción de la probabilidad de falla de fundaciones con pilotes]",2017,"DYNA (Colombia)","84","200",,"247","252",,,"10.15446/dyna.v84n200.54867","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021823422&doi=10.15446%2fdyna.v84n200.54867&partnerID=40&md5=6629652531f095774b9de00f3e32eb55",Article,"Final",Open Access,Scopus,2-s2.0-85021823422
"Mulet, E., Royo, M., Chulvi, V., Galán, J.","6506891462;34572719700;36156123600;55977488800;","Relationship between the degree of creativity and the quality of design outcomes [Relación entre el grado de creatividad y la calidad de los resultados de diseño]",2017,"DYNA (Colombia)","84","200",,"38","45",,1,"10.15446/dyna.v84n200.53582","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021822390&doi=10.15446%2fdyna.v84n200.53582&partnerID=40&md5=3874e23ca92089cc7385bd25b32e3e3f",Article,"Final",Open Access,Scopus,2-s2.0-85021822390
"Banda-Cruz, E.E., Flores-Gallardo, S.G., Rivera-Armenta, J.L.","56196496700;6506599928;6505952522;","Study of the dispersion of cloisite 10a in recycled polyethylene terephtalate by extrusion [Estudio de la dispersión de Cloisite 10A en polietilentereftalato reciclado mediante extrusión]",2017,"DYNA (Colombia)","84","200",,"107","111",,1,"10.15446/dyna.v84n200.52720","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021821553&doi=10.15446%2fdyna.v84n200.52720&partnerID=40&md5=1f033b84ea4465d27673bdd6284fb452",Article,"Final",Open Access,Scopus,2-s2.0-85021821553
"Ašeriškis, D., Blažauskas, T., Damaševičius, R.","56770063200;35145439900;6603451290;","Uarei: A model for formal description and visual representation/software gamification [UAREI: Un modelo para la descripción formal y la representación visual de la gamificación de software]",2017,"DYNA (Colombia)","84","200",,"326","334",,3,"10.15446/dyna.v84n200.54017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021821381&doi=10.15446%2fdyna.v84n200.54017&partnerID=40&md5=4e56b9c5e70826d64b09251da6914e3c",Article,"Final",Open Access,Scopus,2-s2.0-85021821381
"Quiroga-Parra, D.J., Torrent-Sellens, J., Murcia-Zorrilla, C.P.","56677740300;16240447500;57194593270;","Information technology in latin america, its impact on productivity: A comparative analysis with developed countries [Las tecnologías de la información en América Latina, su incidencia en la productividad: Un análisis comparado con países desarrollados]",2017,"DYNA (Colombia)","84","200",,"281","290",,,"10.15446/dyna.v84n200.60632","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021818995&doi=10.15446%2fdyna.v84n200.60632&partnerID=40&md5=edfde898e5711d05117bd2389cc3b1b4",Article,"Final",Open Access,Scopus,2-s2.0-85021818995
"Lara-Cueva, R., Paillacho-Salazar, V., Villalva-Chaluisa, M.","55332410900;57194716059;57194717492;","Towards an automatic detection system of signals at cotopaxi volcano [Hacia un sistema de detección automática de señales del volcán cotopaxi]",2017,"DYNA (Colombia)","84","200",,"176","184",,1,"10.15446/dyna.v84n200.54573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021816935&doi=10.15446%2fdyna.v84n200.54573&partnerID=40&md5=a4f9f35f269b7feb0a69a6306c3ce902",Article,"Final",Open Access,Scopus,2-s2.0-85021816935
"Hernández-Montes, V., Betancur-Henao, C.P., Santa-Marín, J.F.","57193224028;57193223357;22036463900;","Titanium dioxide coatings on magnesium alloys for biomaterials: A review [Recubrimientos de dioxido de titanio sobre aleaciones de magnesio para biomateriales: Una revisión]",2017,"DYNA (Colombia)","84","200",,"261","270",,,"10.15446/dyna.v84n200.59664","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021814125&doi=10.15446%2fdyna.v84n200.59664&partnerID=40&md5=d51741f89bac675ade6ecc4a279b29e0",Review,"Final",Open Access,Scopus,2-s2.0-85021814125
